symbol,date,open,high,low,close,volume
NVDA,2025-05-06,111.48,114.74,110.82,113.54,158525600
NVDA,2025-05-07,113.05,117.68,112.28,117.06,206758800
NVDA,2025-05-08,118.25,118.68,115.85,117.37,198428100
NVDA,2025-05-09,117.35,118.23,115.21,116.65,132972200
NVDA,2025-05-12,121.97,123,120.28,123,225023300
NVDA,2025-05-13,124.98,131.22,124.47,129.93,330430100
NVDA,2025-05-14,133.2,135.44,131.68,135.34,281180800
NVDA,2025-05-15,134.29,136.3,132.66,134.83,226632600
NVDA,2025-05-16,136.22,136.35,133.46,135.4,226542500
NVDA,2025-05-19,132.39,135.87,132.39,135.57,193154600
NVDA,2025-05-20,134.29,134.58,132.62,134.38,161514200
NVDA,2025-05-21,133.06,137.4,130.59,131.8,270608700
NVDA,2025-05-22,132.23,134.25,131.55,132.83,187344000
NVDA,2025-05-23,130,132.68,129.16,131.29,198821300
NVDA,2025-05-27,134.15,135.66,133.31,135.5,192953600
NVDA,2025-05-28,136.03,137.25,134.79,134.81,304021100
NVDA,2025-05-29,142.25,143.49,137.91,139.19,369241900
NVDA,2025-05-30,138.72,139.62,132.92,135.13,333170900
NVDA,2025-06-02,135.49,138.12,135.4,137.38,197663100
NVDA,2025-06-03,138.78,142,137.95,141.22,225578800
NVDA,2025-06-04,142.19,142.39,139.54,141.92,167120800
NVDA,2025-06-05,142.17,144,138.83,139.99,231397900
NVDA,2025-06-06,142.51,143.27,141.51,141.72,153986200
NVDA,2025-06-09,143.19,145,141.94,142.63,185114500
NVDA,2025-06-10,142.69,144.29,141.53,143.96,155881900
NVDA,2025-06-11,144.61,144.99,141.87,142.83,167694000
NVDA,2025-06-12,141.97,145,141.85,145,162365000
NVDA,2025-06-13,142.48,143.58,140.85,141.97,180820600
NVDA,2025-06-16,143.35,146.18,143.2,144.69,183133700
NVDA,2025-06-17,144.49,145.22,143.78,144.12,139108000
NVDA,2025-06-18,144.01,145.65,143.12,145.48,161494100
NVDA,2025-06-20,145.45,146.2,142.65,143.85,242956200
NVDA,2025-06-23,142.5,144.78,142.03,144.17,154308900
NVDA,2025-06-24,145.56,147.96,145.5,147.9,187566100
NVDA,2025-06-25,149.27,154.45,149.26,154.31,269146500
NVDA,2025-06-26,155.98,156.72,154,155.02,198145700
NVDA,2025-06-27,156.04,158.71,155.26,157.75,263234500
NVDA,2025-06-30,158.4,158.66,155.96,157.99,194580300
NVDA,2025-07-01,156.29,157.2,151.49,153.3,213143600
NVDA,2025-07-02,152.98,157.6,152.97,157.25,171224100
NVDA,2025-07-03,158.37,160.98,157.77,159.34,143716100
NVDA,2025-07-07,158.2,159.31,157.34,158.24,140139000
NVDA,2025-07-08,159.33,160.22,158.39,160,138133000
NVDA,2025-07-09,161.22,164.42,161.16,162.88,183656400
NVDA,2025-07-10,164.32,164.5,161.61,164.1,167704100
NVDA,2025-07-11,163.72,167.89,163.47,164.92,193633300
NVDA,2025-07-14,165.37,165.49,162.02,164.07,136975800
NVDA,2025-07-15,171.19,172.4,169.2,170.7,230627400
NVDA,2025-07-16,171.06,171.75,168.9,171.37,158831500
NVDA,2025-07-17,172.02,174.16,170.83,173,160841100
NVDA,2025-07-18,173.64,174.25,171.26,172.41,146456400
NVDA,2025-07-21,172.75,173.38,171,171.38,123126100
NVDA,2025-07-22,171.34,171.39,164.58,167.03,193114300
NVDA,2025-07-23,169.53,171.26,167.97,170.78,154082200
NVDA,2025-07-24,172.44,173.83,171.3,173.74,128984600
NVDA,2025-07-25,173.61,174.72,172.96,173.5,122316800
NVDA,2025-07-28,174.02,177,173.97,176.75,140023500
NVDA,2025-07-29,177.96,179.38,175.02,175.51,154077500
NVDA,2025-07-30,176.51,179.89,176.04,179.27,174312200
NVDA,2025-07-31,182.9,183.3,175.93,177.87,221685400
NVDA,2025-08-01,174.09,176.54,170.89,173.72,204529000
NVDA,2025-08-04,175.16,180.2,174.52,180,148174600
NVDA,2025-08-05,179.62,180.26,175.9,178.26,156407600
NVDA,2025-08-06,176.33,179.9,176.25,179.42,137192300
NVDA,2025-08-07,181.57,183.88,178.8,180.77,151878400
NVDA,2025-08-08,181.55,183.3,180.4,182.7,123396700
NVDA,2025-08-11,182.05,183.84,180.25,182.06,138323200
NVDA,2025-08-12,182.96,184.48,179.46,183.16,145485700
NVDA,2025-08-13,182.62,183.97,179.35,181.59,179871700
NVDA,2025-08-14,179.75,183.02,179.46,182.02,129554000
NVDA,2025-08-15,181.88,181.9,178.04,180.45,156602200
NVDA,2025-08-18,180.6,182.94,180.59,182.01,132008000
NVDA,2025-08-19,182.43,182.5,175.49,175.64,185229200
NVDA,2025-08-20,175.17,176,168.8,175.4,215142700
NVDA,2025-08-21,174.85,176.9,173.81,174.98,140040900
NVDA,2025-08-22,172.61,178.59,171.2,177.99,172789400
NVDA,2025-08-25,178.35,181.91,176.57,179.81,163012800
NVDA,2025-08-26,180.06,182.39,178.81,181.77,168688200
NVDA,2025-08-27,181.98,182.49,179.1,181.6,235518900
NVDA,2025-08-28,180.82,184.47,176.41,180.17,281787800
NVDA,2025-08-29,178.11,178.15,173.15,174.18,243257900
NVDA,2025-09-02,170,172.38,167.22,170.78,231164900
NVDA,2025-09-03,171.06,172.41,168.88,170.62,164424900
NVDA,2025-09-04,170.57,171.86,169.41,171.66,141670100
NVDA,2025-09-05,168.03,169.03,164.07,167.02,224441400
NVDA,2025-09-08,167.55,170.96,167.35,168.31,163769100
NVDA,2025-09-09,169.09,170.98,166.74,170.76,157548400
NVDA,2025-09-10,176.64,179.29,175.47,177.33,226852000
NVDA,2025-09-11,179.68,180.28,176.48,177.17,151159300
NVDA,2025-09-12,177.77,178.6,176.45,177.82,124911000
NVDA,2025-09-15,175.67,178.85,174.51,177.75,147061600
NVDA,2025-09-16,177,177.5,174.38,174.88,140737800
NVDA,2025-09-17,172.64,173.2,168.41,170.29,211843800
NVDA,2025-09-18,173.98,177.1,172.96,176.24,191763300
NVDA,2025-09-19,175.77,178.08,175.18,176.67,237182100
NVDA,2025-09-22,175.3,184.55,174.71,183.61,269637000
NVDA,2025-09-23,181.97,182.42,176.21,178.43,192559600
NVDA,2025-09-24,179.77,179.78,175.4,176.97,143564100
NVDA,2025-09-25,174.48,180.26,173.13,177.69,191586700
NVDA,2025-09-26,178.17,179.77,174.93,178.19,148573700
NVDA,2025-09-29,180.43,184,180.32,181.85,193063500
NVDA,2025-09-30,182.08,187.35,181.48,186.58,236981000
NVDA,2025-10-01,185.24,188.14,183.9,187.24,173844900
NVDA,2025-10-02,189.6,191.05,188.06,188.89,136805800
NVDA,2025-10-03,189.19,190.36,185.38,187.62,137596900
NVDA,2025-10-06,185.5,187.23,183.33,185.54,157678100
NVDA,2025-10-07,186.23,189.06,184,185.04,140088000
NVDA,2025-10-08,186.57,189.6,186.54,189.11,130168900
NVDA,2025-10-09,192.23,195.3,191.06,192.57,182997200
NVDA,2025-10-10,193.51,195.62,182.05,183.16,268774400
NVDA,2025-10-13,187.97,190.11,185.96,188.32,153482800
NVDA,2025-10-14,184.77,184.8,179.7,180.03,205641400
NVDA,2025-10-15,184.8,184.87,177.29,179.83,214450500
NVDA,2025-10-16,182.23,183.28,179.77,181.81,179723300
NVDA,2025-10-17,180.18,184.1,179.75,183.22,173135200
NVDA,2025-10-20,183.13,185.2,181.73,182.64,128544700
NVDA,2025-10-21,182.79,182.79,179.8,181.16,124240200
NVDA,2025-10-22,181.14,183.44,176.76,180.28,162249600
NVDA,2025-10-23,180.42,183.03,179.79,182.16,111363700
NVDA,2025-10-24,183.84,187.47,183.5,186.26,131296700
NVDA,2025-10-27,189.99,192,188.43,191.49,153452700
NVDA,2025-10-28,193.05,203.15,191.91,201.03,297986200
NVDA,2025-10-29,207.98,212.19,204.78,207.04,308829600
NVDA,2025-10-30,205.15,206.16,201.41,202.89,178864400
NVDA,2025-10-31,206.45,207.97,202.07,202.49,179802200
NVDA,2025-11-03,208.08,211.34,205.56,206.88,180267300
NVDA,2025-11-04,203,203.97,197.93,198.69,188919300
NVDA,2025-11-05,198.77,202.92,194.65,195.21,171350300
NVDA,2025-11-06,196.42,197.62,186.38,188.08,223029800
NVDA,2025-11-07,184.9,188.32,178.91,188.15,264942300
NVDA,2025-11-10,195.11,199.94,193.79,199.05,198897100
NVDA,2025-11-11,195.16,195.42,191.3,193.16,176483300
NVDA,2025-11-12,195.72,195.89,191.13,193.8,154935300
NVDA,2025-11-13,191.05,191.44,183.85,186.86,207423100
NVDA,2025-11-14,182.86,191.01,180.58,190.17,186591900
NVDA,2025-11-17,185.97,189,184.32,186.6,173628900
NVDA,2025-11-18,183.38,184.8,179.65,181.36,213598900
NVDA,2025-11-19,184.79,187.86,182.83,186.52,247246400
NVDA,2025-11-20,195.95,196,179.85,180.64,343504800
NVDA,2025-11-21,181.24,184.56,172.93,178.88,346926200
NVDA,2025-11-24,179.49,183.5,176.48,182.55,256618300
NVDA,2025-11-25,174.91,178.16,169.55,177.82,320600300
NVDA,2025-11-26,181.63,182.91,178.24,180.26,183852000
NVDA,2025-11-28,179.01,179.29,176.5,177,121332800
NVDA,2025-12-01,174.76,180.3,173.68,179.92,188131000
NVDA,2025-12-02,181.76,185.66,180,181.46,182632200
NVDA,2025-12-03,181.08,182.45,179.11,179.59,165138000
NVDA,2025-12-04,181.62,184.52,179.96,183.38,167364900
NVDA,2025-12-05,183.89,184.66,180.91,182.41,143971100
NVDA,2025-12-08,182.64,188,182.4,185.55,204378100
NVDA,2025-12-09,185.56,185.72,183.32,184.97,144719700
NVDA,2025-12-10,184.97,185.48,182.04,183.78,162785400
NVDA,2025-12-11,180.28,181.32,176.62,180.93,182136600
NVDA,2025-12-12,181.11,182.82,174.62,175.02,204274900
NVDA,2025-12-15,177.94,178.42,175.03,176.29,164775600
NVDA,2025-12-16,176.26,178.49,174.9,177.72,148588100
NVDA,2025-12-17,176.1,176.13,170.31,170.94,222775500
NVDA,2025-12-18,174.53,176.15,171.82,174.14,176096000
NVDA,2025-12-19,176.67,181.45,176.34,180.99,324925900
NVDA,2025-12-22,183.92,184.16,182.35,183.69,129064400
NVDA,2025-12-23,182.97,189.33,182.9,189.21,174873600
NVDA,2025-12-24,187.94,188.91,186.59,188.61,65528500
NVDA,2025-12-26,189.92,192.69,188,190.53,139740300
NVDA,2025-12-29,187.71,188.76,185.91,188.22,120006100
NVDA,2025-12-30,188.24,188.99,186.93,187.54,97687300
NVDA,2025-12-31,189.57,190.56,186.49,186.5,120100500
NVDA,2026-01-02,189.84,192.93,188.26,188.85,148240500
NVDA,2026-01-05,191.76,193.63,186.15,188.12,183529700
NVDA,2026-01-06,190.52,192.17,186.82,187.24,176862600
NVDA,2026-01-07,188.57,191.37,186.56,189.11,153543200
NVDA,2026-01-08,189.11,189.55,183.71,185.04,172457000
NVDA,2026-01-09,185.08,186.34,183.67,184.86,131327500
NVDA,2026-01-12,183.22,187.12,183.02,184.94,137968500
NVDA,2026-01-13,185,188.11,183.4,185.81,160128900
NVDA,2026-01-14,184.32,184.46,180.8,183.14,159586100
NVDA,2026-01-15,186.5,189.7,186.33,187.05,206188600
NVDA,2026-01-16,189.08,190.44,186.08,186.23,187967200
NVDA,2026-01-20,181.9,182.38,177.61,178.07,223345300
NVDA,2026-01-21,179.05,185.38,178.4,183.32,200381000
NVDA,2026-01-22,184.75,186.17,183.93,184.84,139636600
NVDA,2026-01-23,187.5,189.6,186.82,187.67,142748100
NVDA,2026-01-26,187.16,189.12,185.99,186.47,124799600
NVDA,2026-01-27,187.24,190,185.7,188.52,143711600
NVDA,2026-01-28,191.27,192.35,189.84,191.52,148552700
NVDA,2026-01-29,191.34,193.48,186.06,192.51,171764400
NVDA,2026-01-30,191.21,194.49,189.47,191.13,179489500
NVDA,2026-02-02,187.2,190.3,184.88,185.61,165794100
NVDA,2026-02-03,186.24,186.27,176.23,180.34,204019600
NVDA,2026-02-04,179.46,179.58,171.91,174.19,207014100
NVDA,2026-02-05,174.93,176.82,171.03,171.88,206312900
NVDA,2026-02-06,176.69,187,174.6,185.41,231346200
NVDA,2026-02-09,184.26,193.66,183.95,190.04,196387400
NVDA,2026-02-10,191.38,192.48,188.12,188.54,136764800
NVDA,2026-02-11,192.45,193.26,188.77,190.05,144192700
NVDA,2026-02-12,193.03,193.61,186.51,186.94,189932500
NVDA,2026-02-13,187.48,187.5,181.59,182.81,161647400
