symbol,date,open,high,low,close,volume
AMZN,2025-07-14,225.07,226.66,224.24,225.69,35702600
AMZN,2025-07-15,226.2,227.27,225.46,226.35,34907300
AMZN,2025-07-16,225.88,226.1,222.18,223.19,39535900
AMZN,2025-07-17,223.32,224.5,222.51,223.88,31855800
AMZN,2025-07-18,225.14,226.4,222.98,226.13,37833800
AMZN,2025-07-21,225.84,229.69,225.65,229.3,40297600
AMZN,2025-07-22,229.68,230,226.35,227.47,37483700
AMZN,2025-07-23,228.47,228.79,227.09,228.29,28294900
AMZN,2025-07-24,229.17,236,228.64,232.23,42902300
AMZN,2025-07-25,232.22,232.48,231.18,231.44,28712100
AMZN,2025-07-28,233.35,234.29,232.25,232.79,26300100
AMZN,2025-07-29,234.15,234.72,230.31,231.01,33716200
AMZN,2025-07-30,231.64,231.8,229.29,230.19,32993300
AMZN,2025-07-31,235.77,236.53,231.4,234.11,104357300
AMZN,2025-08-01,217.21,220.44,212.8,214.75,122258800
AMZN,2025-08-04,217.4,217.44,211.42,211.65,77890100
AMZN,2025-08-05,213.05,216.3,212.87,213.75,51505100
AMZN,2025-08-06,214.7,222.65,213.74,222.31,54823000
AMZN,2025-08-07,221,226.22,220.82,223.13,40603500
AMZN,2025-08-08,223.14,223.8,221.88,222.69,32970500
AMZN,2025-08-11,221.78,223.05,220.4,221.3,31646200
AMZN,2025-08-12,222.23,223.5,219.05,221.47,37185800
AMZN,2025-08-13,222,224.92,222,224.56,36508300
AMZN,2025-08-14,227.4,233.11,227.02,230.98,61545800
AMZN,2025-08-15,232.58,234.08,229.81,231.03,39649200
AMZN,2025-08-18,230.23,231.91,228.33,231.49,25248900
AMZN,2025-08-19,230.09,230.53,227.12,228.01,29891000
AMZN,2025-08-20,227.12,227.27,220.92,223.81,36604300
AMZN,2025-08-21,222.65,222.78,220.5,221.95,32140500
AMZN,2025-08-22,222.79,229.14,220.82,228.84,37315300
AMZN,2025-08-25,227.35,229.6,227.31,227.94,22633700
AMZN,2025-08-26,227.11,229,226.02,228.71,26105400
AMZN,2025-08-27,228.57,229.87,227.81,229.12,21254500
AMZN,2025-08-28,229.01,232.71,228.02,231.6,33679600
AMZN,2025-08-29,231.32,231.81,228.16,229,26199200
AMZN,2025-09-02,223.52,226.17,221.83,225.34,38843900
AMZN,2025-09-03,225.21,227.17,224.36,225.99,29223100
AMZN,2025-09-04,231.19,235.77,230.78,235.68,59391800
AMZN,2025-09-05,235.19,236,231.93,232.33,36721800
AMZN,2025-09-08,234.94,237.6,233.75,235.84,33947100
AMZN,2025-09-09,236.36,238.85,235.08,238.24,27033800
AMZN,2025-09-10,237.52,237.68,229.1,230.33,60907700
AMZN,2025-09-11,231.49,231.53,229.34,229.95,37485600
AMZN,2025-09-12,230.35,230.79,226.29,228.15,38496200
AMZN,2025-09-15,230.63,233.73,230.32,231.43,33243300
AMZN,2025-09-16,232.94,235.9,232.23,234.05,38203900
AMZN,2025-09-17,233.77,234.3,228.71,231.62,42815200
AMZN,2025-09-18,232.5,233.48,228.79,231.23,37931700
AMZN,2025-09-19,232.37,234.16,229.7,231.48,97943200
AMZN,2025-09-22,230.56,230.57,227.51,227.63,45914500
AMZN,2025-09-23,227.83,227.86,220.07,220.71,70956200
AMZN,2025-09-24,224.15,224.56,219.45,220.21,49509000
AMZN,2025-09-25,220.06,220.67,216.47,218.15,52226300
AMZN,2025-09-26,219.08,221.05,218.02,219.78,41650100
AMZN,2025-09-29,220.08,222.6,219.3,222.17,44259200
AMZN,2025-09-30,222.03,222.24,217.89,219.57,48396400
AMZN,2025-10-01,217.36,222.15,216.61,220.63,43933800
AMZN,2025-10-02,221.01,222.81,218.95,222.41,41258600
AMZN,2025-10-03,223.44,224.2,219.34,219.51,43639000
AMZN,2025-10-06,221,221.73,216.03,220.9,43690900
AMZN,2025-10-07,220.88,222.89,220.17,221.78,31194700
AMZN,2025-10-08,222.92,226.73,221.19,225.22,46686000
AMZN,2025-10-09,225,228.21,221.75,227.74,46412100
AMZN,2025-10-10,226.21,228.25,216,216.37,72367500
AMZN,2025-10-13,217.7,220.68,217.04,220.07,37809700
AMZN,2025-10-14,215.56,219.32,212.6,216.39,45665600
AMZN,2025-10-15,216.62,217.71,212.66,215.57,45909500
AMZN,2025-10-16,215.67,218.59,212.81,214.47,42414600
AMZN,2025-10-17,214.56,214.8,211.03,213.04,45986900
AMZN,2025-10-20,213.88,216.69,213.59,216.48,38882800
AMZN,2025-10-21,218.43,223.32,217.99,222.03,50494600
AMZN,2025-10-22,219.3,220.01,216.52,217.95,44308500
AMZN,2025-10-23,219,221.3,218.18,221.09,31540000
AMZN,2025-10-24,221.97,225.4,221.9,224.21,38685100
AMZN,2025-10-27,227.66,228.4,225.54,226.97,38267000
AMZN,2025-10-28,228.22,231.49,226.21,229.25,47100000
AMZN,2025-10-29,231.67,232.82,227.76,230.3,52036200
AMZN,2025-10-30,227.06,228.44,222.75,222.86,102252900
AMZN,2025-10-31,250.1,250.5,243.98,244.22,166340800
AMZN,2025-11-03,255.36,258.6,252.9,254,95997800
AMZN,2025-11-04,250.38,257.01,248.66,249.32,51546300
AMZN,2025-11-05,249.03,251,246.16,250.2,40610700
AMZN,2025-11-06,249.16,250.38,242.17,243.04,46004200
AMZN,2025-11-07,242.9,244.9,238.49,244.41,46374300
AMZN,2025-11-10,248.34,251.75,245.59,248.4,36476500
AMZN,2025-11-11,248.41,249.75,247.23,249.1,23564100
AMZN,2025-11-12,250.24,250.37,243.75,244.2,31190100
AMZN,2025-11-13,243.05,243.75,236.5,237.58,41401700
AMZN,2025-11-14,235.06,238.73,232.89,234.69,38956700
AMZN,2025-11-17,233.25,234.6,229.19,232.87,59919000
AMZN,2025-11-18,228.1,230.2,222.42,222.55,60608400
AMZN,2025-11-19,223.74,223.74,218.52,222.69,58335600
AMZN,2025-11-20,227.05,227.41,216.74,217.14,50309000
AMZN,2025-11-21,216.35,222.21,215.18,220.69,68490500
AMZN,2025-11-24,222.56,227.33,222.27,226.28,54318400
AMZN,2025-11-25,226.38,230.52,223.8,229.67,39379300
AMZN,2025-11-26,230.74,231.75,228.77,229.16,38497900
AMZN,2025-11-28,231.24,233.29,230.22,233.22,20292300
AMZN,2025-12-01,233.22,235.8,232.25,233.88,42904000
AMZN,2025-12-02,235.01,238.97,233.55,234.42,45785400
AMZN,2025-12-03,233.35,233.38,230.61,232.38,35495100
AMZN,2025-12-04,232.77,233.5,226.8,229.11,45683200
AMZN,2025-12-05,230.32,231.24,228.55,229.53,33117400
AMZN,2025-12-08,229.59,230.83,226.27,226.89,35019200
AMZN,2025-12-09,226.84,228.57,225.11,227.92,25841700
AMZN,2025-12-10,228.81,232.42,228.46,231.78,38790700
AMZN,2025-12-11,230.71,232.11,228.69,230.28,28249600
AMZN,2025-12-12,229.87,230.08,225.12,226.19,35639100
AMZN,2025-12-15,227.93,227.93,221.5,222.54,47286100
AMZN,2025-12-16,223.04,223.66,221.13,222.56,39298900
AMZN,2025-12-17,224.66,225.19,220.99,221.27,44034400
AMZN,2025-12-18,225.71,229.23,224.41,226.76,50272400
AMZN,2025-12-19,226.76,229.13,225.58,227.35,85544400
AMZN,2025-12-22,228.61,229.48,226.71,228.43,32261300
AMZN,2025-12-23,229.06,232.45,228.73,232.14,29230200
AMZN,2025-12-24,232.13,232.95,231.33,232.38,11420500
AMZN,2025-12-26,232.04,232.99,231.18,232.52,15994700
AMZN,2025-12-29,231.94,232.6,230.77,232.07,19797900
AMZN,2025-12-30,231.21,232.77,230.2,232.53,21910500
AMZN,2025-12-31,232.91,232.99,230.12,230.82,24383700
AMZN,2026-01-02,231.34,235.46,224.7,226.5,51456200
AMZN,2026-01-05,228.84,234,227.18,233.06,49733300
AMZN,2026-01-06,232.1,243.18,232.07,240.93,53764700
AMZN,2026-01-07,239.61,245.29,239.52,241.56,42236500
AMZN,2026-01-08,243.06,246.41,241.88,246.29,39509800
AMZN,2026-01-09,244.57,247.86,242.24,247.38,34560000
AMZN,2026-01-12,246.73,248.94,245.96,246.47,35867800
AMZN,2026-01-13,246.53,247.66,240.25,242.6,38371800
AMZN,2026-01-14,241.15,241.28,236.22,236.65,41410600
AMZN,2026-01-15,239.31,240.65,236.63,238.18,43003600
AMZN,2026-01-16,239.09,239.57,236.41,239.12,45888300
AMZN,2026-01-20,233.76,235.09,229.34,231,47737900
AMZN,2026-01-21,231.09,232.3,226.88,231.31,47276100
AMZN,2026-01-22,234.05,235.72,230.9,234.34,31913300
AMZN,2026-01-23,234.96,240.45,234.57,239.16,33778500
AMZN,2026-01-26,239.98,240.95,237.54,238.42,32825500
AMZN,2026-01-27,239.69,244.88,238.08,244.68,38029200
AMZN,2026-01-28,246.37,247.78,241.53,243.01,40882700
AMZN,2026-01-29,242.82,243,236.74,241.73,47229600
AMZN,2026-01-30,239.89,243.32,237.64,239.3,46585000
AMZN,2026-02-02,238.31,245.63,238.17,242.96,37546100
AMZN,2026-02-03,244.98,246.35,235.45,238.62,53831300
AMZN,2026-02-04,238.86,238.86,231.82,232.99,51299900
AMZN,2026-02-05,224.91,226.31,220.38,222.69,103509200
AMZN,2026-02-06,202.7,211.44,200.31,210.32,179210900
AMZN,2026-02-09,208.97,212.81,203.35,208.72,91178400
AMZN,2026-02-10,208.8,212.65,206.41,206.96,67175000
AMZN,2026-02-11,208.06,208.57,202.49,204.08,65545500
AMZN,2026-02-12,203.96,203.96,197.56,199.6,83975400
AMZN,2026-02-13,198.88,201.16,197.28,198.79,66215800
