symbol,date,open,high,low,close,volume
FUN,2025-08-28,23.93,23.93,22.78,23.17,2622200
FUN,2025-08-29,23.11,23.13,22.57,22.69,2933100
FUN,2025-09-02,22.36,23.21,21.91,23.17,4889500
FUN,2025-09-03,22.74,23.69,22.46,23.66,2913100
FUN,2025-09-04,23.64,25.86,23.4,25.58,5395200
FUN,2025-09-05,25.61,26.31,24.69,24.97,3912900
FUN,2025-09-08,24.82,24.89,23.84,23.84,3821500
FUN,2025-09-09,23.73,23.9,22.87,23.01,3923900
FUN,2025-09-10,22.85,22.94,21.54,21.66,8085300
FUN,2025-09-11,21.66,22.34,21.3,21.76,3365800
FUN,2025-09-12,22.58,23.88,22.32,23.45,4921900
FUN,2025-09-15,23.71,24.28,22.92,24.11,5234000
FUN,2025-09-16,24.15,24.34,23.49,24.07,3332300
FUN,2025-09-17,24.16,24.16,23.17,23.19,3109800
FUN,2025-09-18,23.6,23.73,22.67,22.81,2011000
FUN,2025-09-19,22.6,23.26,22.31,22.32,7744500
FUN,2025-09-22,22.43,22.53,21.37,21.4,4430200
FUN,2025-09-23,21.4,22.51,21.26,22.4,5088600
FUN,2025-09-24,22.45,22.85,21.92,22.11,2503000
FUN,2025-09-25,22.03,22.13,20.79,21.06,3645100
FUN,2025-09-26,21.55,22.75,21.29,21.9,4073900
FUN,2025-09-29,22.19,22.61,21.92,22.4,2842600
FUN,2025-09-30,22.38,22.86,22.06,22.72,4696700
FUN,2025-10-01,22.51,23.03,21.76,22.69,3062100
FUN,2025-10-02,22.65,23.49,22.4,23.39,2813400
FUN,2025-10-03,23.45,24.01,23.15,23.89,2793400
FUN,2025-10-06,24.05,24.13,22.33,22.43,2978300
FUN,2025-10-07,22.43,22.43,21.26,21.3,4738600
FUN,2025-10-08,21.58,21.8,20.87,21.71,4115500
FUN,2025-10-09,21.72,21.96,21,21.13,3310700
FUN,2025-10-10,21.24,21.58,20.02,20.06,4175500
FUN,2025-10-13,20,20.9,20,20.6,2548600
FUN,2025-10-14,20.1,21.74,20,21.37,2651900
FUN,2025-10-15,21.16,21.39,20.56,20.6,3658200
FUN,2025-10-16,20.55,21.39,20.37,21.26,3740800
FUN,2025-10-17,21.4,21.62,20.76,20.88,4186700
FUN,2025-10-20,21,21.8,20.94,21.77,2933600
FUN,2025-10-21,21.81,26.71,21.56,25.63,16346900
FUN,2025-10-22,25.5,26.68,24.22,24.57,7617900
FUN,2025-10-23,24.78,25.22,24.03,24.92,4356800
FUN,2025-10-24,24.8,25.87,24.8,25.71,3498500
FUN,2025-10-27,26.11,27.37,25.92,26.74,5621600
FUN,2025-10-28,26.57,26.79,25.86,25.97,2397500
FUN,2025-10-29,25.75,25.94,23.41,23.74,4266700
FUN,2025-10-30,23.19,23.64,22.49,22.58,2712900
FUN,2025-10-31,22.4,23.26,22.04,22.98,2944000
FUN,2025-11-03,22.8,23.21,22.4,22.7,3296400
FUN,2025-11-04,22.03,22.21,21.08,21.17,3959700
FUN,2025-11-05,21.25,21.34,20.11,20.38,3269800
FUN,2025-11-06,20.09,20.26,18.27,18.39,6533300
FUN,2025-11-07,18.94,19.79,17.43,18.03,6299000
FUN,2025-11-10,17.91,17.99,16.22,16.35,7033600
FUN,2025-11-11,16.23,16.25,14.81,15.44,7981900
FUN,2025-11-12,15.63,16.55,15.57,16.15,6184000
FUN,2025-11-13,16.4,16.84,15.04,15.06,4082500
FUN,2025-11-14,14.93,15.11,14.13,14.6,4632700
FUN,2025-11-17,14.4,14.62,13.29,13.97,7718000
FUN,2025-11-18,13.8,14.09,13.47,14.01,4151800
FUN,2025-11-19,14.14,14.14,13.3,13.53,3573100
FUN,2025-11-20,13.78,13.98,12.76,12.83,4354100
FUN,2025-11-21,12.96,13.5,12.51,13.45,4884600
FUN,2025-11-24,13.78,14.49,13.15,14.44,8572400
FUN,2025-11-25,14.53,15.19,14.52,14.67,3265000
FUN,2025-11-26,14.61,15.36,14.25,14.92,3926500
FUN,2025-11-28,15.19,15.6,15.03,15.18,1915800
FUN,2025-12-01,15,15.39,14.74,14.87,2817100
FUN,2025-12-02,15.53,16.08,15.03,15.03,2666500
FUN,2025-12-03,15.03,15.81,14.93,15.39,2895500
FUN,2025-12-04,15.59,15.79,15.24,15.32,3088700
FUN,2025-12-05,15.42,15.72,15.28,15.64,1864900
FUN,2025-12-08,15.56,15.56,14.5,14.62,3442300
FUN,2025-12-09,14.42,15.27,14.32,14.89,2163500
FUN,2025-12-10,14.87,15.61,14.85,15.15,2331200
FUN,2025-12-11,15.15,15.52,14.99,15.12,2151700
FUN,2025-12-12,15.18,15.32,14.73,14.91,1522900
FUN,2025-12-15,14.95,15.11,14.34,14.65,2538700
FUN,2025-12-16,14.56,15.18,14.5,14.77,4664300
FUN,2025-12-17,14.75,15.25,14.65,14.7,2389100
FUN,2025-12-18,14.73,14.98,14.25,14.29,2128300
FUN,2025-12-19,14.18,14.43,14.07,14.08,4341600
FUN,2025-12-22,13.98,14.27,13,13.78,2258600
FUN,2025-12-23,13.81,13.85,13.5,13.81,2446300
FUN,2025-12-24,13.94,14.4,13.75,14.35,1261100
FUN,2025-12-26,14.24,14.96,14.17,14.89,2017600
FUN,2025-12-29,14.89,15.82,14.81,15.33,6488900
FUN,2025-12-30,15.36,15.4,14.81,15.02,3809500
FUN,2025-12-31,15,15.34,14.7,15.34,4486400
FUN,2026-01-02,15.44,15.88,15.18,15.49,2072100
FUN,2026-01-05,15.6,15.6,14.5,14.66,3828800
FUN,2026-01-06,14.54,15.55,14.53,15.28,2650200
FUN,2026-01-07,15.34,15.45,14.91,15.1,1668400
FUN,2026-01-08,14.9,15.77,14.87,15.29,2146500
FUN,2026-01-09,15.48,15.95,15.06,15.94,2483000
FUN,2026-01-12,15.79,16.1,15.37,15.87,2007600
FUN,2026-01-13,15.6,16.27,15.59,15.72,1841000
FUN,2026-01-14,15.61,16.47,15.54,16.38,2784500
FUN,2026-01-15,16.5,17.26,15.76,15.88,3509900
FUN,2026-01-16,15.74,16.87,15.65,16.57,3782800
FUN,2026-01-20,16.49,16.98,15.94,16.24,3168600
FUN,2026-01-21,16.45,17.55,16.45,17.4,3590600
FUN,2026-01-22,17.72,18.62,17.72,18.36,4050000
FUN,2026-01-23,18.06,18.29,17.28,17.31,2948100
FUN,2026-01-26,17.4,18.32,17.4,17.72,3056600
FUN,2026-01-27,17.5,17.84,17.12,17.47,1933900
FUN,2026-01-28,17.55,17.98,17.1,17.45,2505100
FUN,2026-01-29,17.65,18.46,17.25,18.35,2253100
FUN,2026-01-30,18.3,18.47,17.78,18.01,2283000
FUN,2026-02-02,17.98,18.62,17.64,18.24,2064600
FUN,2026-02-03,18.16,19.1,17.55,17.81,3706700
FUN,2026-02-04,18.13,18.78,18.03,18.57,3021000
FUN,2026-02-05,18.4,18.57,17.01,17.35,2447000
FUN,2026-02-06,17.31,18.95,16.93,18.73,2261400
FUN,2026-02-09,18.6,18.75,18.12,18.59,1348200
FUN,2026-02-10,18.8,18.92,18.06,18.06,1742700
FUN,2026-02-11,18.18,18.39,17.76,18.01,1952000
FUN,2026-02-12,18.2,18.2,16.43,16.53,1853000
FUN,2026-02-13,16.7,16.94,15.84,15.9,1776100
